word,positive_index
지주회사,0.1797752808988764
이뤄진,0.3493975903614458
민주당,0.609375
진행할,0.5384615384615384
모니터링,0.45454545454545453
대유행,0.4107142857142857
경쟁사,0.42857142857142855
파라다이스,0.48
순손실,0.6481481481481481
보스턴,0.17142857142857143
애널리스트,0.18
맞교환,0.07894736842105263
늘어날,0.5970149253731343
세이프티,0.4032258064516129
주택공사,0.34523809523809523
여행객,0.25
정연승,0.6142857142857143
수출입,0.8571428571428571
프랑스,0.7049180327868853
뉴시스,0.3333333333333333
이승범,0.7
프리미엄,0.660377358490566
페인트,0.0
가이드,0.47297297297297297
그동안,0.5869565217391305
공모전,1.0
출입국,0.5970149253731343
마지막,0.6326530612244898
한성숙,0.21951219512195122
리얼타임,0.5074626865671642
코스피,0.3902439024390244
레이팅,0.43478260869565216
인터뷰,0.6585365853658537
배터리,0.3870967741935484
일등석,0.88
그랜드,0.28
지배력,0.54
국제여객,0.6481481481481481
제조사,0.7166666666666667
박정우,1.0
외국인,0.525
오프닝,0.6730769230769231
컨테이너,0.5487804878048781
재무제표,0.4807692307692308
역발상,0.42
나타났,0.4716981132075472
국방과학연구소,0.0
한국관광공사,0.0
이동걸,0.5384615384615384
에어라인,0.43478260869565216
대학교,0.2653061224489796
정기편,0.2903225806451613
인터내셔널,0.15625
발사대,0.2545454545454545
마이애미,0.5277777777777778
루프트한자,0.5087719298245614
업데이트,0.9444444444444444
스마트,0.6611570247933884
탑승권,0.7692307692307693
편집장,0.20408163265306123
서약서,1.0
이뤄졌,0.2777777777777778
사이트,0.5138888888888888
사이판,0.25
패키지,0.4782608695652174
단거리,0.725
증권가,0.45454545454545453
리조트,0.5555555555555556
전문지,0.9230769230769231
자리매김,0.16363636363636364
군용기,0.0
이승현,0.3225806451612903
대해선,0.225
시카고,0.12962962962962962
삼성전자,0.26666666666666666
매부리,0.35185185185185186
펼칩니다,0.35185185185185186
활주로,0.22807017543859648
전투기,0.024390243902439025
카메라,0.7924528301886793
파트너,0.19753086419753085
장성현,0.0
나간다는,0.19230769230769232
한진관광,0.575
캐나다,0.8157894736842105
부회장,0.7428571428571429
오프라인,0.4473684210526316
줄어든,0.5076923076923077
만족도,0.22666666666666666
방호복,0.5531914893617021
제주항공,0.5054945054945055
위해선,0.5
정찬수,0.66
삼성동,0.4375
트래블러,1.0
경영진,0.05263157894736842
로그인,0.23076923076923078
미술관,0.0
이사회,0.1797752808988764
반사면,0.0
성장세,0.36363636363636365
김경욱,0.0
컨테이너선,0.7096774193548387
보너스,0.4883720930232558
분위기,0.34782608695652173
텔레콤,0.5454545454545454
화장품,0.1
페이지,0.5357142857142857
미사일,1.0
견뎌준,0.0
대한해협,0.7380952380952381
나아가,0.9512195121951219
강성진,0.7317073170731707
어려워,0.3611111111111111
호조세,0.7692307692307693
삼성증권,0.4583333333333333
최우수,0.0
변호사,0.525
경의선,0.0
트로터,0.5238095238095238
세이버,0.34146341463414637
이미지,0.7105263157894737
일자리,0.5
정확도,0.6785714285714286
어워드,0.8285714285714286
방문객,0.07142857142857142
이정환,0.38636363636363635
기념행사,1.0
일요일,0.125
근로자,0.375
부꾸미,0.5
팩토리,0.0
예정일,0.3488372093023256
뛰어넘,0.3783783783783784
돌아오,0.5
중형기,1.0
다이어,0.46511627906976744
만든다,0.1590909090909091
선보이,0.38095238095238093
인도네시아,0.5714285714285714
상당수,0.7209302325581395
떨어지,0.5641025641025641
록히드,1.0
안태호,0.3333333333333333
이뤄질,0.23076923076923078
시간대,0.2459016393442623
항공대,0.7272727272727273
커뮤니티,0.04878048780487805
스위트,0.9375
베스트,0.5263157894736842
다목적,0.5609756097560976
이관섭,0.88
이야기,0.7317073170731707
회의소,1.0
아이디,0.047619047619047616
정비사,0.1590909090909091
이건희,0.25
꼽힌다,0.39344262295081966
통해서,0.5
구조물,0.6071428571428571
전자동,0.0
움직임,0.0
뉴스페이스,1.0
이착륙,0.40441176470588236
주기장,0.1794871794871795
심사관,0.3684210526315789
살펴보,0.40540540540540543
그럼에도,0.38461538461538464
피드백,1.0
마일즈,0.5128205128205128
현대건설,0.0
가까운,0.20512820512820512
여행사,0.3
인공지능,0.13513513513513514
캐리어,0.5833333333333334
서울대,0.5277777777777778
방사선,1.0
잇따라,0.8421052631578947
한다고,0.5168195718654435
고병희,0.0
아메리칸,0.3333333333333333
순이익,0.23529411764705882
연락처,0.9210526315789473
유니폼,0.9
여행지,0.23076923076923078
파트너십,0.40540540540540543
벗어나,0.3142857142857143
트레이드,0.8636363636363636
목소리,0.4375
당사자,0.8064516129032258
전환사채,0.05714285714285714
키움증권,0.2
카카오,0.5483870967741935
제주도,0.5714285714285714
메시지,0.5588235294117647
공급량,0.5357142857142857
면세품,0.36666666666666664
매수세,0.2727272727272727
박물관,0.0
로드맵,0.0
옥수수,0.0
바코드,0.9130434782608695
이산화,0.40625
담당자,0.9130434782608695
인사말,0.16
어메니티,0.6666666666666666
떨어진,0.2564102564102564
이기범,0.5142857142857142
프로세스,0.45161290322580644
의약품,0.15384615384615385
로버트,1.0
지사장,1.0
상거래,0.24444444444444444
오정민,0.3142857142857143
양해각서,0.35398230088495575
국방부,0.78125
이마트,0.5714285714285714
신세계,0.45
컨설팅,0.06666666666666667
암스테르담,0.125
카타르,0.3793103448275862
나로호,0.918918918918919
화이트,0.0
임채민,0.0
계류장,0.48484848484848486
박상혁,0.7777777777777778
이어졌,0.3870967741935484
나타날,0.47368421052631576
부정기편,0.08
계약서,0.08333333333333333
인천공항공사,0.0
보여준,0.06060606060606061
최대치,0.5862068965517241
직격탄,0.4642857142857143
송광섭,0.5757575757575758
확인서,0.7931034482758621
브리핑,0.0
바르셀로나,0.1875
시드니,0.17857142857142858
동남아시아,0.875
멈춰선,0.0
경영자,0.06896551724137931
증가세,0.15625
떠오르,0.0
인사이트,0.4375
사이언스,0.35294117647058826
올림픽,0.0
재배치,0.14814814814814814
엔지니어링,0.92
세정제,0.6875
시가총액,0.0
이메일,1.0
디바이스,1.0
마리나,0.24
코스닥,0.13043478260869565
띄운다,1.0
의존도,0.6388888888888888
바이오매스,0.0967741935483871
대전시,1.0
유성구,1.0
유니세프,0.6956521739130435
동해안,0.56
사무처,0.2777777777777778
통폐합,0.15384615384615385
유튜브,0.5263157894736842
노동조합,0.72
나간다,0.13513513513513514
사이클,0.44642857142857145
지켜보,0.36
유가증권,0.36363636363636365
감독원,0.16666666666666666
기타큐슈,0.0
이동식,0.0
공모채,0.15384615384615385
호치민,0.9259259259259259
페인팅,0.0
미스트,0.625
조세일보,0.6
김세진,0.0
이재민,0.0
뜻한다,0.27586206896551724
목적지,0.3548387096774194
강남구,0.10526315789473684
제너럴,0.0
일렉트릭,0.0
뒷받침,0.3448275862068966
안전도,0.6086956521739131
휴대폰,0.7391304347826086
박성봉,0.6896551724137931
이어져,0.8387096774193549
마친다,0.27586206896551724
기업지배구조,0.0
사이클링,0.41379310344827586
맞물려,0.2692307692307692
나고야,0.0
김지윤,0.2857142857142857
마찬가지,0.32
영국항공,0.17857142857142858
거래소,0.4827586206896552
태블릿,1.0
시설물,1.0
뛰어난,0.5
나타나,0.6785714285714286
앞장서,0.39285714285714285
인덱스,0.39285714285714285
이코노미,0.43243243243243246
코오롱,0.5
수탁자,0.08
파블로,0.0
안내서,1.0
토파스,0.038461538461538464
오름세,0.38095238095238093
보건부,1.0
유나이티드항공,0.24
코스모,1.0
선보인,0.6129032258064516
레버리지,0.25
페트병,0.4444444444444444
콜라보,0.4444444444444444
시나리오,0.6086956521739131
마리아,0.0
올라갈,0.56
한국신용평가,0.2
금강정,1.0
김영권,0.5925925925925926
장자제,0.0
뛰어들,0.391304347826087
신청서,0.8846153846153846
비디오,0.5454545454545454
김용석,0.9
미크론,0.6538461538461539
플라스틱,0.09090909090909091
이뤄지게,0.0
산화제,0.8846153846153846
지피지기,0.23076923076923078
단말기,1.0
문제점,0.56
동북아,0.0
끊임없,0.3287671232876712
식자재,1.0
당첨자,1.0
위약금,0.1111111111111111
병목현상,0.3333333333333333
시그널,0.0
이노베이션,0.058823529411764705
강원랜드,0.09090909090909091
개정안,0.2
선호도,0.92
사업비,1.0
카카오톡,0.75
띄운다고,1.0
에어포트,0.32
장용성,0.0
드라이아이스,0.0
의견서,0.08333333333333333
퍼시픽,0.75
체크인,0.36363636363636365
찾아내,1.0
기술자,0.7272727272727273
컨텐츠,0.4583333333333333
경영난,0.08333333333333333
라텍스,0.5
숄더백,0.5
퍼블릭,1.0
소프트,0.7
아파치,0.0
치누크,0.0
여의도,0.2727272727272727
최우선,0.2916666666666667
트랜스,0.35051546391752575
불린다,0.7083333333333334
넘어섰,0.5454545454545454
태양광,0.0
공모주,0.0
시험장,0.25
사용량,0.0
유일무이,0.0
김우영,0.625
공제조합,1.0
박용진,0.8
미뤄질,0.08695652173913043
세워져,0.0
달라질,0.17391304347826086
허희영,0.42857142857142855
정부세종청사,0.0
엔지니어,0.8518518518518519
청신호,0.3333333333333333
테크닉,0.08695652173913043
리포트,0.10526315789473684
질수록,0.34782608695652173
증명서,0.23809523809523808
접어들,0.14285714285714285
가파른,0.6190476190476191
이용자,0.47368421052631576
콜스키,1.0
트렌드,0.47058823529411764
연기금,1.0
모터스,0.0
인터넷,0.2
신형기,0.6190476190476191
발돋움,1.0
오버헤드,0.9565217391304348
조현아,0.0
다각도,0.08695652173913043
통신부,1.0
가정상담소,0.5217391304347826
줄리아,0.5217391304347826
스페인,0.0
국제노선,0.47058823529411764
중소형,0.7272727272727273
라면서,0.5454545454545454
사들이,0.2792207792207792
인건비,0.7142857142857143
신뢰도,0.5909090909090909
내려지,0.4090909090909091
전용기,0.8461538461538461
후쿠오카현,0.0
전시장,0.0
맞물리,0.0
네덜란드,0.0
마이너스,0.3
기념품,0.631578947368421
플라이트,1.0
백두산,1.0
이른다고,1.0
앵커리지,0.3
서명식,0.3333333333333333
감염병,0.4444444444444444
열린다,0.14285714285714285
얼라이언스,0.047619047619047616
혼잡도,0.631578947368421
팔라우,0.14285714285714285
애틀랜타,0.21052631578947367
장시간,0.3333333333333333
전력화,0.0
황인종,0.0
공항동,0.875
오피셜,1.0
발맞춰,0.09523809523809523
콘셉트,0.10526315789473684
유동균,0.0
손꼽힌다,0.0
사들였,0.6153846153846154
페이스북,0.7619047619047619
레터링,1.0
새겨져,1.0
두랄루민,0.8571428571428571
이상규,0.2857142857142857
볼티모어,1.0
제작비,0.8571428571428571
시리즈,0.0
랜더스,0.0
에어캐나다,0.5454545454545454
기아차,0.5
컴퍼니,0.14285714285714285
과징금,0.21428571428571427
액화천연가스,0.9
사들인,0.5555555555555556
오디오,0.5
기획부,0.0
스티드,1.0
구독자,0.85
플레이트,0.35
서울경제,0.4008810572687225
아름다운,0.8
고해상도,0.45
보통주,0.3333333333333333
소규모,0.48484848484848486
크레이튼,0.0
선착순,0.25
바란다,0.9
우선주,0.5
에디슨,0.0
김해중,0.0
붙여진,1.0
제트기,1.0
송수신,1.0
직장인,0.3
이강준,0.5
중거리,0.8
토론토,0.75
계획서,0.16666666666666666
조용석,0.0
시애틀,0.23529411764705882
프놈펜,0.15789473684210525
걸림돌,0.7222222222222222
김인경,0.5263157894736842
중도금,0.35294117647058826
된다는,0.5306122448979592
로이터,0.5555555555555556
광화문,0.0
김광은,0.0
공장장,0.0
내려왔,1.0
신주인수권,0.42857142857142855
이어진,0.08
비수기,0.5789473684210527
늘어났,0.3157894736842105
운영비,0.8888888888888888
렌터카,0.0
노동부,0.3076923076923077
개발비,1.0
서소문,0.5714285714285714
맥주병,0.5263157894736842
미슐랭,0.5263157894736842
김동재,0.0
신규진,0.0
사라지,0.3888888888888889
카자흐스탄,1.0
바라본,0.35
성폭력,1.0
특례법,1.0
돌아가,0.4444444444444444
경쟁국,0.6111111111111112
김현민,0.3333333333333333
합의서,0.3333333333333333
들어갔,0.7777777777777778
아우르,0.38461538461538464
